label,sub_type,r,g,b,rg_ratio
Pear,Pear 14,133.98,119.66,92.31,1.1197
Pear,Pear 14,137.59,125.25,104.72,1.0986
Pear,Pear 14,198.16,191.81,182.03,1.0331
Pear,Pear 14,141.32,128.63,107.93,1.0987
Pear,Pear 14,169.42,159.92,143.34,1.0594
Pear,Pear 14,134.94,119.18,95.33,1.1323
Pear,Pear 14,132.34,120.51,91.91,1.0982
Pear,Pear 14,134.02,122.61,94.26,1.0931
Pear,Pear 14,156.76,147.99,126.03,1.0593
Pear,Pear 14,133.81,120.52,92.18,1.1102
Pear,Pear 14,134.66,119.3,94.75,1.1287
Pear,Pear 14,134.48,119.24,94.54,1.1278
Pear,Pear 14,133.95,122.88,93.21,1.0901
Pear,Pear 14,127.58,111.52,86.3,1.144
Pear,Pear 14,196.89,190.31,179.56,1.0345
Pear,Pear 14,199.56,194.86,183.71,1.0242
Pear,Pear 14,128.37,112.9,87.17,1.137
Pear,Pear 14,197.91,193.38,181.65,1.0234
Pear,Pear 14,134.23,120.28,93.14,1.116
Pear,Pear 14,134.53,123.39,94.98,1.0902
Pear,Pear 14,135.06,118.21,91.81,1.1426
Pear,Pear 14,147.79,136.28,119.14,1.0845
Pear,Pear 14,135.25,120.17,95.1,1.1255
Pear,Pear 14,200.05,195.56,184.5,1.0229
Pear,Pear 14,186.81,181.51,166.98,1.0292
Pear,Pear 14,124.88,111.12,86.89,1.1238
Pear,Pear 14,161.45,153.13,132.53,1.0544
Pear,Pear 14,139.2,127.16,107.73,1.0947
Pear,Pear 14,146.33,134.78,113.45,1.0857
Pear,Pear 14,135.65,119.79,95.83,1.1324
Pear,Pear 14,132.68,120.75,92.55,1.0988
Pear,Pear 14,129.38,114.18,88.47,1.1331
Pear,Pear 14,133.11,121.16,92.57,1.0986
Pear,Pear 14,133.47,122.07,93.81,1.0934
Pear,Pear 14,127.91,112.69,83.89,1.135
Pear,Pear 14,196.51,190.06,180.13,1.034
Pear,Pear 14,128.15,113.02,84.64,1.1339
Pear,Pear 14,134.95,121.84,95.22,1.1076
Pear,Pear 14,125.94,112.27,87.01,1.1218
Pear,Pear 14,148.02,136.48,118.6,1.0846
Pear,Pear 14,134.33,122.14,93.63,1.0997
Pear,Pear 14,177.61,169.18,154.37,1.0498
Pear,Pear 14,135.09,121.52,93.58,1.1117
Pear,Pear 14,133.61,122.17,92.26,1.0937
Pear,Pear 14,134.92,119.53,95.07,1.1287
Pear,Pear 14,135.86,121.43,95.67,1.1188
Pear,Pear 14,136.55,122.55,96.49,1.1143
Pear,Pear 14,183.81,177.83,162.61,1.0336
Pear,Pear 14,135.03,122.9,94.47,1.0987
Pear,Pear 14,182.34,176.44,160.81,1.0335
Pear,Pear 14,131.44,119.59,89.76,1.0991
Pear,Pear 14,133.8,121.92,92.75,1.0975
Pear,Pear 14,134.58,122.97,94.18,1.0944
Pear,Pear 14,135.67,121.0,95.2,1.1212
Pear,Pear 14,140.46,128.69,108.84,1.0915
Pear,Pear 14,195.84,191.27,178.96,1.0239
Pear,Pear 14,180.76,171.95,155.88,1.0512
Pear,Pear 14,136.4,122.22,96.32,1.116
Pear,Pear 14,134.92,117.84,91.38,1.145
Pear,Pear 14,131.82,119.13,90.11,1.1066
Pear,Pear 14,131.84,118.86,93.42,1.1092
Pear,Pear 14,138.5,126.44,107.25,1.0954
Pear,Pear 14,131.23,119.55,93.29,1.0977
Pear,Pear 14,132.63,119.95,96.78,1.1057
Pear,Pear 14,131.65,119.83,89.63,1.0987
Pear,Pear 14,134.53,123.25,93.79,1.0916
Pear,Pear 14,155.36,143.17,119.51,1.0851
Pear,Pear 14,135.47,121.28,94.88,1.117
Pear,Pear 14,133.01,121.21,93.06,1.0973
Pear,Pear 14,134.0,121.54,93.13,1.1025
Pear,Pear 14,126.66,113.48,91.93,1.1162
Pear,Pear 14,132.52,119.03,93.39,1.1133
Pear,Pear 14,133.27,120.96,93.2,1.1018
Pear,Pear 14,128.03,112.59,84.12,1.1371
Pear,Pear 14,141.64,129.39,105.83,1.0947
Pear,Pear 14,163.53,155.64,135.55,1.0506
Pear,Pear 14,130.02,116.64,89.16,1.1147
Pear,Pear 14,131.6,119.83,93.21,1.0983
Pear,Pear 14,135.16,121.1,95.38,1.1162
Pear,Pear 14,133.6,122.0,93.79,1.0951
Pear,Pear 14,197.85,192.95,181.44,1.0254
Pear,Pear 14,158.93,147.45,125.09,1.0779
Pear,Pear 14,200.36,194.21,184.26,1.0317
Pear,Pear 14,132.01,120.95,91.13,1.0914
Pear,Pear 14,127.22,111.42,85.92,1.1418
Pear,Pear 14,137.05,126.16,98.91,1.0863
Pear,Pear 14,131.64,117.97,92.01,1.1158
Pear,Pear 14,129.92,118.3,92.47,1.0982
Pear,Pear 14,147.47,135.83,112.58,1.0857
Pear,Pear 14,152.55,139.6,114.26,1.0928
Pear,Pear 14,132.77,120.59,92.66,1.101
Pear,Pear 14,134.88,120.61,93.27,1.1183
Pear,Pear 14,128.54,112.85,87.37,1.1389
Pear,Pear 14,129.16,114.26,88.14,1.1305
Pear,Pear 14,133.61,120.93,97.24,1.1049
Pear,Pear 14,126.03,113.19,91.3,1.1134
Pear,Pear 14,147.24,135.92,118.48,1.0833
Pear,Pear 14,138.95,126.68,107.2,1.0969
Pear,Pear 14,133.99,120.59,92.37,1.1111
Pear,Pear 14,131.13,117.74,94.13,1.1137
Pear,Pear 14,201.62,195.72,186.18,1.0301
Pear,Pear 14,135.34,119.99,95.74,1.128
Pear,Pear 14,132.6,120.02,96.73,1.1048
Pear,Pear 14,128.11,111.72,87.08,1.1467
Pear,Pear 14,135.04,119.6,95.51,1.1291
Pear,Pear 14,155.02,145.96,123.72,1.0621
Pear,Pear 14,128.78,112.93,87.58,1.1403
Pear,Pear 14,200.47,196.26,185.06,1.0215
Pear,Pear 14,134.08,121.68,93.07,1.1019
Pear,Pear 14,133.63,120.73,94.23,1.1068
Pear,Pear 14,131.87,119.58,96.54,1.1027
Pear,Pear 14,134.47,121.21,94.65,1.1093
Pear,Pear 14,131.97,117.32,91.72,1.1249
Pear,Pear 14,133.4,121.2,92.11,1.1006
Pear,Pear 14,132.58,120.52,92.09,1.1001
Pear,Pear 14,133.66,120.53,92.25,1.1089
Pear,Pear 14,157.29,145.85,122.97,1.0784
Pear,Pear 14,144.56,132.96,113.77,1.0872
Pear,Pear 14,165.09,155.13,137.8,1.0642
Pear,Pear 14,128.91,112.48,88.15,1.1461
Pear,Pear 14,188.19,180.53,167.95,1.0424
Pear,Pear 14,132.55,121.49,91.36,1.0911
Pear,Pear 14,132.9,121.24,92.93,1.0962
Pear,Pear 14,131.82,119.85,89.79,1.0999
Pear,Pear 14,175.7,166.94,151.72,1.0525
Pear,Pear 14,127.64,112.76,84.02,1.132
Pear,Pear 14,153.33,141.12,116.7,1.0865
Pear,Pear 14,132.39,119.87,99.51,1.1045
Pear,Pear 14,202.02,196.19,186.75,1.0297
Pear,Pear 14,147.61,135.64,112.68,1.0882
Pear,Pear 14,131.32,119.48,90.58,1.099
Pear,Pear 14,148.24,136.73,118.97,1.0842
Pear,Pear 14,131.03,119.85,89.4,1.0933
Pear,Pear 14,134.51,121.15,94.6,1.1103
Pear,Pear 14,132.43,119.82,95.93,1.1052
Pear,Pear 14,192.71,186.34,173.52,1.0342
Pear,Pear 14,134.84,119.58,94.88,1.1276
Pear,Pear 14,144.56,132.67,113.73,1.0896
Pear,Pear 14,134.95,117.68,91.49,1.1467
Pear,Pear 14,133.34,118.96,93.37,1.1209
Pear,Pear 14,132.31,118.86,93.18,1.1132
Pear,Pear 14,138.74,126.94,106.53,1.0929
Pear,Pear 14,144.12,132.63,113.27,1.0866
Pear,Pear 14,141.15,130.49,104.55,1.0817
Pear,Pear 14,184.07,176.0,162.65,1.0458
Pear,Pear 14,138.48,126.26,107.22,1.0968
Pear,Pear 14,125.06,111.14,85.59,1.1253
Pear,Pear 14,186.18,178.4,165.43,1.0436
Pear,Pear 14,132.61,121.61,92.45,1.0905
Pear,Pear 14,198.69,192.52,182.17,1.0321
Pear,Pear 14,131.19,117.99,90.77,1.1119
Pear,Pear 14,124.57,110.95,85.25,1.1228
Pear,Pear 14,133.72,122.05,94.1,1.0957
Pear,Pear 14,135.11,119.76,95.58,1.1282
Pear,Pear 14,129.57,113.44,88.87,1.1422
Pear,Pear 14,123.21,110.23,84.2,1.1178
Pear,Pear 14,139.04,126.92,107.69,1.0955
Pear,Pear 14,128.17,111.67,87.05,1.1478
Pear,Pear 14,191.87,186.89,173.62,1.0266
Pear,Pear 14,134.63,119.4,94.29,1.1276
Pear,Pear 14,130.39,114.11,90.11,1.1426
Pear,Pear 14,141.74,129.59,108.27,1.0938
Pear,Pear 14,127.95,114.93,93.95,1.1133
Pear,Pear 14,132.85,120.48,97.36,1.1027
Pear,Pear 14,148.68,136.86,113.16,1.0864
Pear,Pear 14,132.29,118.84,93.47,1.1131
Pear,Pear 14,134.87,122.9,100.96,1.0975
Pear,Pear 14,200.77,194.89,185.44,1.0302
Pear,Pear 14,200.1,195.69,184.58,1.0225
Pear,Pear 14,135.15,121.54,93.91,1.1121
Pear,Pear 14,138.17,125.8,106.52,1.0983
Pear,Pear 14,130.31,116.74,89.39,1.1163
Pear,Pear 14,133.31,120.66,92.13,1.1048
Pear,Pear 14,142.43,130.0,108.61,1.0956
Pear,Pear 14,130.17,113.87,89.82,1.1432
Pear,Pear 14,134.54,122.24,102.81,1.1006
Pear,Pear 14,132.64,121.21,92.79,1.0943
Pear,Pear 14,128.15,111.98,87.39,1.1443
Pear,Pear 14,131.56,120.3,90.66,1.0936
Pear,Pear 14,192.85,186.74,173.83,1.0328
Pear,Pear 14,191.74,184.82,171.42,1.0374
Pear,Pear 14,147.44,136.09,117.89,1.0834
Pear,Pear 14,144.77,132.49,109.38,1.0927
Pear,Pear 14,133.3,121.79,93.3,1.0945
Pear,Pear 14,199.17,194.49,183.25,1.0241
Pear,Pear 14,131.75,118.47,92.3,1.1121
Pear,Pear 14,139.92,125.95,99.57,1.1109
Pear,Pear 14,141.56,129.76,110.14,1.0909
Pear,Pear 14,156.19,144.5,121.04,1.0809
Pear,Pear 14,136.27,121.13,96.25,1.125
Pear,Pear 14,130.96,119.03,91.82,1.1003
Pear,Pear 14,186.38,180.93,166.35,1.0301
Pear,Pear 14,130.43,119.06,92.54,1.0955
Pear,Pear 14,128.37,113.63,85.61,1.1297
Pear,Pear 14,133.3,122.06,93.26,1.092
Pear,Pear 14,144.01,131.6,109.19,1.0943
Pear,Pear 14,190.59,183.51,169.68,1.0386
Pear,Pear 14,183.36,175.39,161.69,1.0454
Pear,Pear 14,136.42,124.07,105.11,1.0996
Pear,Pear 14,200.77,194.72,184.75,1.031
Pear,Pear 14,136.17,121.2,95.86,1.1235
Pear,Pear 14,147.02,135.05,111.31,1.0886
Pear,Pear 14,133.34,121.12,93.2,1.101
Pear,Pear 14,200.04,193.9,184.4,1.0317
Pear,Pear 14,131.92,119.91,90.05,1.1002
Pear,Pear 14,193.17,186.57,176.1,1.0354
Pear,Pear 14,136.52,124.4,96.37,1.0974
Pear,Pear 14,194.53,189.66,177.19,1.0257
Pear,Pear 14,126.09,112.29,88.18,1.1229
Pear,Pear 14,134.25,121.76,102.39,1.1026
Pear,Pear 14,129.17,115.91,95.87,1.1144
Pear,Pear 14,135.17,119.47,95.5,1.1314
Pear,Pear 14,138.47,126.15,106.68,1.0977
Pear,Pear 14,145.87,134.61,116.09,1.0837
Pear,Pear 14,200.53,196.21,185.18,1.022
Pear,Pear 14,132.3,118.94,94.33,1.1123
Pear,Pear 14,133.62,119.62,93.56,1.1171
Pear,Pear 14,134.57,119.65,94.72,1.1247
Pear,Pear 14,132.87,121.63,91.75,1.0923
Pear,Pear 14,133.31,120.24,93.02,1.1087
Pear,Pear 14,132.81,119.9,100.41,1.1077
Pear,Pear 14,130.79,115.76,90.18,1.1298
Pear,Pear 14,132.02,118.62,92.36,1.1129
Pear,Pear 14,145.79,133.05,107.97,1.0957
Pear,Pear 14,136.48,121.31,97.52,1.1251
Pear,Pear 14,165.57,155.15,136.78,1.0671
Pear,Pear 14,131.92,120.64,90.63,1.0935
Pear,Pear 14,198.48,194.11,182.46,1.0225
Pear,Pear 14,127.01,113.81,90.9,1.116
Pear,Pear 14,142.26,129.91,108.25,1.095
Pear,Pear 14,174.06,165.53,152.04,1.0515
Pear,Pear 14,130.31,115.25,86.77,1.1307
Pear,Pear 14,139.68,127.4,107.65,1.0964
Pear,Pear 14,148.19,136.71,119.44,1.084
Pear,Pear 14,195.41,190.04,177.84,1.0283
Pear,Pear 14,197.76,191.42,181.57,1.0331
Pear,Pear 14,130.17,118.48,90.51,1.0987
Pear,Pear 14,128.85,113.18,87.7,1.1385
Pear,Pear 14,195.69,190.28,178.26,1.0285
Pear,Pear 14,133.46,120.31,93.29,1.1093
Pear,Pear 14,197.88,193.13,181.52,1.0246
Pear,Pear 14,193.55,188.7,175.88,1.0257
Pear,Pear 14,145.68,135.79,110.98,1.0728
Pear,Pear 14,202.32,196.64,187.14,1.0289
Pear,Pear 14,181.01,174.79,158.94,1.0356
Pear,Pear 14,130.85,117.78,97.96,1.111
Pear,Pear 14,132.78,120.34,97.39,1.1034
Pear,Pear 14,137.22,124.38,103.9,1.1032
Pear,Pear 14,130.63,117.21,89.99,1.1145
Pear,Pear 14,139.25,127.17,107.86,1.095
Pear,Pear 14,130.15,118.36,90.46,1.0996
Pear,Pear 14,188.55,183.15,169.17,1.0295
Pear,Pear 14,150.91,139.85,119.49,1.0791
Pear,Pear 14,132.74,120.45,92.57,1.102
Pear,Pear 14,131.94,119.8,91.36,1.1014
Pear,Pear 14,132.22,119.02,94.61,1.1109
Pear,Pear 14,136.88,124.94,104.22,1.0955
Pear,Pear 14,141.37,129.01,107.92,1.0958
Pear,Pear 14,134.81,121.07,94.93,1.1134
Pear,Pear 14,170.69,160.46,142.91,1.0638
Pear,Pear 14,162.7,152.11,133.12,1.0696
Pear,Pear 14,126.72,113.64,91.37,1.1151
Pear,Pear 14,131.84,116.98,91.49,1.1271
Pear,Pear 14,136.19,122.62,94.94,1.1106
Pear,Pear 14,160.69,150.33,132.2,1.0689
Pear,Pear 14,132.01,121.01,91.04,1.0909
Pear,Pear 14,201.29,195.41,185.64,1.0301
Pear,Pear 14,132.59,121.7,92.32,1.0895
Pear,Pear 14,149.5,136.54,112.31,1.0949
Pear,Pear 14,133.47,119.0,93.49,1.1216
Pear,Pear 14,142.38,129.09,103.06,1.1029
Pear,Pear 14,143.76,132.08,112.96,1.0885
Pear,Pear 14,136.2,120.2,96.38,1.1332
Pear,Pear 14,137.41,125.24,106.12,1.0972
Pear,Pear 14,128.56,113.67,85.58,1.1309
Pear,Pear 14,128.58,112.88,87.41,1.139
Pear,Pear 14,148.3,136.34,113.08,1.0878
Pear,Pear 14,156.39,145.89,129.53,1.072
Pear,Pear 14,133.2,120.19,91.56,1.1083
Pear,Pear 14,128.22,114.28,86.11,1.122
Pear,Pear 14,194.58,187.74,176.51,1.0364
Pear,Pear 14,175.23,165.39,148.44,1.0595
Pear,Pear 14,144.09,131.9,109.05,1.0924
Pear,Pear 14,123.32,110.11,84.19,1.1199
Pear,Pear 14,128.97,112.65,88.0,1.1449
Pear,Pear 14,138.67,126.58,107.55,1.0955
Pear,Pear 14,191.45,186.43,172.98,1.0269
Pear,Pear 14,145.71,134.33,115.76,1.0847
Pear,Pear 14,146.48,134.7,111.77,1.0875
Pear,Pear 14,127.72,111.67,86.39,1.1437
Pear,Pear 14,126.96,113.79,91.69,1.1157
Pear,Pear 14,130.96,114.58,90.0,1.143
Pear,Pear 14,134.3,122.85,93.37,1.0932
Pear,Pear 14,152.8,140.31,116.6,1.0891
Pear,Pear 14,193.71,186.8,175.26,1.037
Pear,Pear 14,131.89,120.6,90.72,1.0936
Pear,Pear 14,133.02,121.29,91.5,1.0967
Pear,Pear 14,183.75,176.1,164.11,1.0434
Pear,Pear 14,134.82,122.63,100.75,1.0994
Pear,Pear 14,191.83,184.78,172.87,1.0382
Pear,Pear 14,131.19,119.1,89.25,1.1015
Pear,Pear 14,128.86,112.65,88.08,1.1439
Pear,Pear 14,128.38,114.26,86.19,1.1235
Pear,Pear 14,151.28,140.26,120.31,1.0786
Pear,Pear 14,196.04,191.62,179.32,1.0231
Pear,Pear 14,135.35,121.17,94.68,1.117
Pear,Pear 14,131.23,118.33,98.41,1.109
Pear,Pear 14,133.38,121.63,93.47,1.0966
Pear,Pear 14,182.12,174.21,162.03,1.0454
Pear,Pear 14,134.45,123.39,93.83,1.0896
Pear,Pear 14,169.3,160.12,145.88,1.0573
Pear,Pear 14,137.94,125.85,106.32,1.0961
Pear,Pear 14,178.78,172.38,155.99,1.0371
Pear,Pear 14,126.8,113.74,90.9,1.1148
Pear,Pear 14,141.3,129.85,109.97,1.0882
Pear,Pear 14,143.22,130.67,109.06,1.0961
Pear,Pear 14,147.95,136.13,112.96,1.0868
Pear,Pear 14,147.7,136.24,118.68,1.0841
Pear,Pear 14,149.29,135.77,110.28,1.0996
Pear,Pear 14,133.62,121.93,92.15,1.0958
Pear,Pear 14,131.56,118.28,91.39,1.1122
Pear,Pear 14,125.99,113.19,87.71,1.1131
Pear,Pear 14,132.78,119.91,91.33,1.1073
Pear,Pear 14,132.61,120.32,91.1,1.1021
Pear,Pear 14,131.4,118.63,89.74,1.1076
Pear,Pear 14,181.62,173.36,159.46,1.0476
Pear,Pear 14,129.67,114.5,88.96,1.1325
Pear,Pear 14,138.96,126.81,107.14,1.0958
Pear,Pear 14,127.36,114.34,92.8,1.1139
Pear,Pear 14,201.23,195.22,185.52,1.0308
Pear,Pear 14,134.48,120.32,93.42,1.1177
Pear,Pear 14,134.77,119.85,94.95,1.1245
Pear,Pear 14,132.26,119.2,95.06,1.1096
Pear,Pear 14,148.32,136.36,112.47,1.0877
Pear,Pear 14,125.52,112.04,90.54,1.1203
Pear,Pear 14,132.36,119.25,90.53,1.1099
Pear,Pear 14,193.96,187.46,177.08,1.0347
Pear,Pear 14,151.23,138.01,112.63,1.0958
Pear,Pear 14,142.76,131.13,113.12,1.0887
Pear,Pear 14,147.27,135.58,111.82,1.0862
Pear,Pear 14,127.4,111.1,86.05,1.1467
Pear,Pear 14,172.06,165.01,147.08,1.0427
Pear,Pear 14,133.68,122.36,92.6,1.0925
Pear,Pear 14,131.67,119.35,89.76,1.1032
Pear,Pear 14,132.18,117.41,91.79,1.1258
Pear,Pear 14,124.41,110.74,84.83,1.1234
Pear,Pear 14,158.83,150.21,128.91,1.0574
Pear,Pear 14,134.35,118.93,94.49,1.1296
Pear,Pear 14,131.42,119.41,90.76,1.1005
Pear,Pear 14,132.2,118.97,93.11,1.1112
Pear,Pear 14,187.56,179.72,164.99,1.0436
Pear,Pear 14,129.62,115.75,88.24,1.1199
Pear,Pear 14,137.2,125.68,104.54,1.0917
Pear,Pear 14,136.0,121.53,95.85,1.119
Pear,Pear 14,134.27,121.07,94.52,1.109
Pear,Pear 14,150.07,140.49,116.93,1.0682
Pear,Pear 14,190.08,182.75,170.47,1.0401
Pear,Pear 14,132.59,119.07,93.04,1.1135
Pear,Pear 14,137.11,125.09,105.89,1.0961
Pear,Pear 14,146.69,135.01,111.85,1.0865
Pear,Pear 14,169.17,162.12,143.37,1.0435
Pear,Pear 14,134.99,121.12,93.44,1.1145
Pear,Pear 14,202.05,196.3,186.79,1.0293
Pear,Pear 14,147.98,136.66,118.82,1.0829
Pear,Pear 14,201.95,196.04,186.54,1.0301
Pear,Pear 14,129.92,115.96,88.34,1.1203
Pear,Pear 14,144.2,132.51,113.37,1.0882
Pear,Pear 14,189.57,182.02,168.02,1.0415
Pear,Pear 14,136.76,124.13,103.53,1.1018
Pear,Pear 14,143.65,131.32,108.98,1.0939
Pear,Pear 14,130.18,117.22,97.13,1.1106
Pear,Pear 14,191.29,184.25,173.62,1.0382
Pear,Pear 14,137.03,124.98,105.86,1.0964
Pear,Pear 14,135.54,123.45,102.0,1.098
Pear,Pear 14,134.73,120.78,93.21,1.1155
Pear,Pear 14,130.57,117.43,89.95,1.1118
Pear,Pear 14,135.88,121.3,95.76,1.1203
Pear,Pear 14,132.85,119.58,93.6,1.111
Pear,Pear 14,133.38,120.0,93.72,1.1115
Pear,Pear 14,129.18,116.81,88.16,1.1059
Pear,Pear 14,167.78,160.43,141.36,1.0458
Pear,Pear 14,133.32,120.92,93.09,1.1025
Pear,Pear 14,137.15,125.58,104.46,1.0921
Pear,Pear 14,197.23,192.2,180.51,1.0262
Pear,Pear 14,135.24,119.71,95.65,1.1297
Pear,Pear 14,132.27,119.46,95.77,1.1072
Pear,Pear 14,134.98,121.15,95.13,1.1142
Pear,Pear 14,131.98,119.28,95.26,1.1064
Pear,Pear 14,130.02,116.66,88.97,1.1146
Pear,Pear 14,148.11,136.74,118.97,1.0832
Pear,Pear 14,129.64,115.54,87.94,1.1221
Pear,Pear 14,131.6,120.34,90.14,1.0936
Pear,Pear 14,134.3,120.33,93.21,1.1161
Pear,Pear 14,132.6,120.87,92.04,1.0971
Pear,Pear 14,131.71,118.7,89.82,1.1096
Pear,Pear 14,197.39,192.81,181.0,1.0237
Pear,Pear 14,127.68,111.33,86.36,1.1469
Pear,Pear 14,130.7,114.39,89.81,1.1426
Pear,Pear 14,129.47,117.24,88.81,1.1043
Pear,Pear 14,179.11,170.87,156.29,1.0482
Pear,Pear 14,131.78,119.96,89.82,1.0985
Pear,Pear 14,140.01,127.26,106.83,1.1002
Pear,Pear 14,133.58,120.38,92.04,1.1097
Pear,Pear 14,135.3,121.6,93.8,1.1127
Pear,Pear 14,131.99,119.75,96.74,1.1022
Pear,Pear 14,134.63,120.86,94.71,1.1139
Pear,Pear 14,135.17,121.33,93.99,1.1141
Pear,Pear 14,131.72,118.41,92.16,1.1124
Pear,Pear 14,136.41,124.07,105.05,1.0995
Pear,Pear 14,131.05,118.9,88.69,1.1022
Pear,Pear 14,135.55,120.26,96.22,1.1271
Pear,Pear 14,134.37,122.25,93.66,1.0991
Pear,Pear 14,128.29,113.92,86.0,1.1262
Pear,Pear 14,137.92,126.51,103.86,1.0902
Pear,Pear 14,135.57,120.54,96.37,1.1247
Pear,Pear 14,153.29,142.77,125.8,1.0737
Pear,Pear 14,135.84,120.6,95.32,1.1264
Pear,Pear 14,188.89,181.69,170.66,1.0396
Pear,Pear 14,128.3,113.98,86.12,1.1256
Pear,Pear 14,134.31,121.75,93.45,1.1032
Pear,Pear 14,130.65,118.27,89.8,1.1047
Pear,Pear 14,132.42,120.52,90.67,1.0988
Pear,Pear 14,139.8,127.21,106.82,1.099
Pear,Pear 14,136.23,122.42,96.22,1.1127
Pear,Pear 14,134.29,117.08,90.9,1.1469
Pear,Pear 14,132.02,121.22,90.97,1.089
Pear,Pear 14,132.42,119.5,90.89,1.1081
Pear,Pear 14,133.64,121.1,101.65,1.1036
Pear,Pear 14,133.65,118.69,91.07,1.126
Pear,Pear 14,142.78,130.35,108.96,1.0954
Pear,Pear 14,132.07,119.47,90.44,1.1054
Pear,Pear 14,200.74,194.91,185.38,1.0299
Pear,Pear 14,132.54,119.29,93.13,1.1111
Pear,Pear 14,130.54,117.36,97.56,1.1123
Pear,Pear 14,133.34,122.12,92.19,1.0918
Pear,Pear 14,201.04,195.19,185.73,1.0299
Pear,Pear 14,139.42,126.97,107.3,1.098
Pear,Pear 14,148.78,137.02,113.11,1.0858
Pear,Pear 14,134.33,122.48,93.76,1.0968
Pear,Pear 14,127.33,114.07,91.74,1.1162
Pear,Pear 14,180.23,171.08,155.04,1.0535
Pear,Pear 14,151.55,139.21,115.08,1.0887
Pear,Pear 14,128.82,116.7,87.96,1.1039
Pear,Pear 14,135.98,123.11,102.65,1.1046
Pear,Pear 14,127.54,113.28,85.08,1.1258
Pear,Pear 14,128.56,113.53,85.26,1.1324
Pear,Pear 14,176.19,167.89,154.64,1.0494
Pear,Pear 14,126.63,113.51,90.19,1.1156
Pear,Pear 14,136.52,122.37,96.46,1.1156
Pear,Pear 14,197.37,192.24,180.7,1.0267
Pear,Pear 14,124.05,110.09,84.33,1.1268
Pear,Pear 14,128.45,113.67,85.22,1.13
Pear,Pear 14,134.1,123.13,93.39,1.0892
Pear,Pear 14,133.97,121.5,92.94,1.1027
Pear,Pear 14,133.22,120.11,93.64,1.1092
Pear,Pear 14,134.62,121.17,93.07,1.111
Pear,Pear 14,127.5,114.28,91.69,1.1158
Pear,Pear 14,135.82,119.54,93.69,1.1362
Pear,Pear 14,126.15,112.71,91.26,1.1193
Pear,Pear 14,201.77,196.06,186.39,1.0291
Pear,Pear 14,148.37,136.63,113.12,1.0859
Pear,Pear 14,199.35,195.04,183.63,1.0221
Pear,Pear 14,140.78,129.04,109.34,1.091
Pear,Pear 14,173.22,164.16,148.5,1.0552
Pear,Pear 14,128.27,112.13,87.16,1.144
Pear,Pear 14,131.35,115.01,90.14,1.1421
Pear,Pear 14,129.67,113.48,88.76,1.1427
Pear,Pear 14,135.34,119.6,95.73,1.1316
Pear,Pear 14,133.58,122.05,93.56,1.0944
Pear,Pear 14,134.09,122.92,93.34,1.0909
Pear,Pear 14,146.86,135.5,118.3,1.0839
Pear,Pear 14,144.68,132.8,114.08,1.0895
Pear,Pear 14,134.56,122.5,93.95,1.0985
Pear,Pear 14,186.0,177.69,162.71,1.0467
Pear,Pear 14,158.66,147.51,128.0,1.0756
Pear,Pear 14,134.58,122.41,93.83,1.0994
Pear,Pear 14,148.65,137.43,119.83,1.0817
Pear,Pear 14,198.42,192.12,181.68,1.0328
Pear,Pear 14,128.57,117.11,91.2,1.0979
Pear,Pear 14,132.45,119.57,90.73,1.1077
Pear,Pear 14,132.85,119.59,91.1,1.1108
Pear,Pear 14,131.79,118.35,92.42,1.1136
Pear,Pear 14,131.76,118.63,93.27,1.1107
Pear,Pear 14,128.17,112.73,84.18,1.1371
Pear,Pear 14,145.87,133.66,111.1,1.0913
Pear,Pear 14,125.76,112.91,90.81,1.1138
Pear,Pear 14,135.19,119.71,95.76,1.1294
Pear,Pear 14,201.55,195.62,185.98,1.0303
Pear,Pear 14,132.27,118.73,92.77,1.114
Pear,Pear 14,199.52,195.15,183.87,1.0224
Pear,Pear 14,187.89,180.09,165.47,1.0433
Pear,Pear 14,131.84,120.59,90.86,1.0932
Pear,Pear 14,125.63,111.94,87.34,1.1223
Pear,Pear 14,133.79,122.26,92.47,1.0943
Pear,Pear 14,134.1,117.3,91.32,1.1432
Pear,Pear 14,128.61,117.24,91.08,1.0971
Pear,Pear 14,135.26,121.69,94.22,1.1115
Pear,Pear 14,127.26,115.23,89.53,1.1044
Pear,Pear 14,125.15,112.02,90.09,1.1173
Pear,Pear 14,126.55,113.27,91.78,1.1172
Pear,Pear 14,133.28,120.99,101.28,1.1016
Pear,Pear 14,155.95,145.57,126.4,1.0713
Pear,Pear 14,143.23,130.92,109.06,1.0941
Pear,Pear 14,134.48,121.18,94.78,1.1098
Pear,Pear 14,136.94,125.12,104.26,1.0944
Pear,Pear 14,191.43,184.33,172.37,1.0385
Pear,Pear 14,156.41,144.51,121.24,1.0823
Pear,Pear 14,200.88,194.87,184.95,1.0309
Tomato,Tomato 9,152.13,116.4,105.6,1.307
Tomato,Tomato 9,147.31,109.91,101.41,1.3402
Tomato,Tomato 9,145.54,112.26,103.16,1.2964
Tomato,Tomato 9,148.27,100.41,86.79,1.4767
Tomato,Tomato 9,162.9,120.36,107.4,1.3534
Tomato,Tomato 9,152.78,114.94,103.55,1.3293
Tomato,Tomato 9,143.33,105.87,96.67,1.3538
Tomato,Tomato 9,147.84,109.29,99.4,1.3527
Tomato,Tomato 9,143.12,110.36,100.99,1.2968
Tomato,Tomato 9,157.22,111.39,98.23,1.4114
